0.005000	0.000004	0.000003
0.015000	0.000028	0.000028
0.025000	0.000080	0.000079
0.035000	0.000164	0.000154
0.045000	0.000239	0.000254
0.055000	0.000342	0.000378
0.065000	0.000500	0.000526
0.075000	0.000672	0.000698
0.085000	0.000949	0.000893
0.095000	0.001131	0.001111
0.105000	0.001284	0.001350
0.115000	0.001611	0.001611
0.125000	0.001911	0.001892
0.135000	0.002281	0.002192
0.145000	0.002499	0.002511
0.155000	0.002749	0.002847
0.165000	0.003244	0.003201
0.175000	0.003590	0.003569
0.185000	0.003881	0.003953
0.195000	0.004310	0.004350
0.205000	0.004824	0.004759
0.215000	0.005194	0.005179
0.225000	0.005726	0.005609
0.235000	0.006012	0.006047
0.245000	0.006473	0.006493
0.255000	0.006860	0.006945
0.265000	0.007421	0.007402
0.275000	0.007827	0.007862
0.285000	0.008462	0.008325
0.295000	0.008852	0.008788
0.305000	0.009390	0.009251
0.315000	0.009687	0.009713
0.325000	0.010112	0.010171
0.335000	0.010684	0.010626
0.345000	0.011016	0.011075
0.355000	0.011373	0.011517
0.365000	0.011937	0.011952
0.375000	0.012382	0.012378
0.385000	0.013008	0.012794
0.395000	0.013230	0.013199
0.405000	0.013681	0.013591
0.415000	0.014022	0.013971
0.425000	0.014358	0.014336
0.435000	0.014640	0.014686
0.445000	0.015005	0.015021
0.455000	0.015175	0.015338
0.465000	0.015593	0.015639
0.475000	0.015858	0.015920
0.485000	0.016114	0.016183
0.495000	0.016383	0.016427
0.505000	0.016707	0.016650
0.515000	0.017043	0.016852
0.525000	0.017032	0.017033
0.535000	0.017062	0.017192
0.545000	0.017300	0.017330
0.555000	0.017270	0.017444
0.565000	0.017419	0.017536
0.575000	0.017573	0.017605
0.585000	0.017566	0.017651
0.595000	0.017543	0.017674
0.605000	0.017380	0.017672
0.615000	0.017598	0.017648
0.625000	0.017396	0.017599
0.635000	0.017422	0.017527
0.645000	0.017445	0.017430
0.655000	0.017292	0.017311
0.665000	0.017128	0.017167
0.675000	0.017125	0.017000
0.685000	0.016807	0.016810
0.695000	0.016614	0.016596
0.705000	0.016492	0.016359
0.715000	0.016042	0.016099
0.725000	0.015915	0.015816
0.735000	0.015466	0.015511
0.745000	0.015193	0.015183
0.755000	0.014689	0.014834
0.765000	0.014659	0.014462
0.775000	0.014227	0.014069
0.785000	0.013720	0.013654
0.795000	0.013360	0.013218
0.805000	0.012820	0.012761
0.815000	0.012328	0.012284
0.825000	0.011778	0.011786
0.835000	0.011175	0.011267
0.845000	0.010838	0.010729
0.855000	0.010128	0.010172
0.865000	0.009636	0.009594
0.875000	0.009148	0.008998
0.885000	0.008475	0.008382
0.895000	0.007867	0.007748
0.905000	0.007104	0.007095
0.915000	0.006434	0.006423
0.925000	0.005763	0.005734
0.935000	0.005052	0.005026
0.945000	0.004339	0.004300
0.955000	0.003415	0.003557
0.965000	0.002744	0.002797
0.975000	0.002021	0.002019
0.985000	0.001265	0.001224
0.995000	0.000417	0.000412
