0.005010	7.055000	7.667000
0.015010	6.000000	6.687000
0.025010	5.754000	6.000000
0.035010	5.000000	6.000000
0.045010	5.000000	6.000000
0.055010	5.000000	5.587000
0.065010	5.000000	5.000000
0.075010	5.000000	5.000000
0.085010	5.000000	5.000000
0.095010	4.037000	5.000000
0.105010	4.000000	5.000000
0.115010	4.000000	5.000000
0.125010	4.000000	5.000000
0.135010	4.000000	5.000000
0.145010	4.000000	5.000000
0.155010	4.000000	4.910000
0.165010	4.000000	4.000000
0.175010	4.000000	4.000000
0.185010	4.000000	4.000000
0.195010	4.000000	4.000000
0.205010	4.000000	4.000000
0.215010	4.000000	4.000000
0.225010	4.000000	4.000000
0.235010	3.546000	4.000000
0.245010	3.000000	4.000000
0.255010	3.000000	4.000000
0.265010	3.000000	4.000000
0.275010	3.000000	4.000000
0.285010	3.000000	4.000000
0.295010	3.000000	4.000000
0.305010	3.000000	4.000000
0.315010	3.000000	4.000000
0.325010	3.000000	3.411000
0.335010	3.000000	3.000000
0.345010	3.000000	3.000000
0.355010	3.000000	3.000000
0.365010	3.000000	3.000000
0.375010	3.000000	3.000000
0.385010	3.000000	3.000000
0.395010	2.273000	3.000000
0.405010	2.000000	3.000000
0.415010	2.000000	3.000000
0.425010	1.992000	2.005000
0.435010	2.000000	2.486000
0.445010	2.000000	3.000000
0.455010	2.000000	3.000000
0.465010	2.731000	3.000000
0.475010	3.000000	3.000000
0.485010	3.000000	3.000000
0.495010	3.000000	3.000000
0.505010	3.000000	3.000000
0.515010	3.000000	3.000000
0.525010	3.000000	3.000000
0.535010	3.000000	3.507000
0.545010	3.000000	4.000000
0.555010	3.000000	4.000000
0.565010	3.000000	4.000000
0.575010	3.000000	4.000000
0.585010	3.000000	4.000000
0.595010	3.000000	4.000000
0.605010	3.000000	4.000000
0.615010	3.000000	4.000000
0.625010	3.000000	4.000000
0.635010	3.621000	4.000000
0.645010	4.000000	4.000000
0.655010	4.000000	4.000000
0.665010	4.000000	4.000000
0.675010	4.000000	4.000000
0.685010	4.000000	4.000000
0.695010	4.000000	4.000000
0.705010	4.000000	4.000000
0.715010	4.000000	4.000000
0.725010	4.000000	4.000000
0.735010	4.000000	4.914000
0.745010	4.000000	5.000000
0.755010	4.000000	5.000000
0.765010	4.000000	5.000000
0.775010	4.000000	5.000000
0.785010	4.000000	5.000000
0.795010	4.000000	5.000000
0.805010	4.000000	5.000000
0.815010	4.000000	5.000000
0.825010	4.502000	5.000000
0.835010	5.000000	5.000000
0.845010	5.000000	5.000000
0.855010	5.000000	5.000000
0.865010	5.000000	5.000000
0.875010	5.000000	5.000000
0.885010	5.000000	5.718000
0.895010	5.000000	6.000000
0.905010	5.000000	6.000000
0.915010	5.000000	6.000000
0.925010	5.000000	6.000000
0.935010	5.830000	6.000000
0.945010	6.000000	6.000000
0.955010	6.000000	6.431000
0.965010	6.000000	7.000000
0.975010	6.462000	7.000000
0.985010	7.000000	7.591000
0.995010	8.351000	8.888000
