0.001000	0.000282	0.000282	0.000013	0.000009
0.002000	0.001128	0.001128	0.000050	0.000036
0.003000	0.002538	0.002538	0.000113	0.000080
0.004000	0.004512	0.004512	0.000201	0.000143
0.005000	0.007048	0.007048	0.000315	0.000223
0.006000	0.010146	0.010146	0.000453	0.000321
0.007000	0.013806	0.013806	0.000617	0.000437
0.008000	0.018025	0.018025	0.000806	0.000571
0.009000	0.022803	0.022803	0.001020	0.000722
0.010000	0.028139	0.028139	0.001259	0.000892
0.011000	0.034030	0.034030	0.001523	0.001079
0.012000	0.040476	0.040476	0.001813	0.001284
0.013000	0.047473	0.047473	0.002127	0.001507
0.014000	0.055020	0.055020	0.002467	0.001748
0.015000	0.063115	0.063115	0.002832	0.002006
0.016000	0.071756	0.071756	0.003222	0.002282
0.017000	0.080938	0.080938	0.003637	0.002576
0.018000	0.090661	0.090661	0.004077	0.002888
0.019000	0.100921	0.100921	0.004542	0.003217
0.020000	0.111715	0.111715	0.005033	0.003565
0.021000	0.123040	0.123040	0.005548	0.003930
0.022000	0.134892	0.134892	0.006088	0.004312
0.023000	0.147268	0.147268	0.006653	0.004713
0.024000	0.160164	0.160164	0.007244	0.005131
0.025000	0.173576	0.173576	0.007859	0.005567
0.026000	0.187500	0.187500	0.008499	0.006020
0.027000	0.201933	0.201933	0.009164	0.006491
0.028000	0.216870	0.216870	0.009854	0.006980
0.029000	0.232306	0.232306	0.010569	0.007486
0.030000	0.248237	0.248237	0.011309	0.008011
0.031000	0.264658	0.264658	0.012074	0.008552
0.032000	0.281564	0.281564	0.012863	0.009111
0.033000	0.298950	0.298950	0.013677	0.009688
0.034000	0.316812	0.316812	0.014516	0.010282
0.035000	0.335144	0.335144	0.015380	0.010894
0.036000	0.353939	0.353939	0.016268	0.011524
0.037000	0.373194	0.373194	0.017182	0.012171
0.038000	0.392902	0.392902	0.018120	0.012835
0.039000	0.413057	0.413057	0.019082	0.013517
0.040000	0.433654	0.433654	0.020069	0.014216
0.041000	0.454686	0.454686	0.021081	0.014933
0.042000	0.476147	0.476147	0.022117	0.015667
0.043000	0.498031	0.498031	0.023178	0.016418
0.044000	0.520332	0.520332	0.024263	0.017187
0.045000	0.543043	0.543043	0.025373	0.017973
0.046000	0.566157	0.566157	0.026507	0.018776
0.047000	0.589667	0.589667	0.027665	0.019597
0.048000	0.613567	0.613567	0.028848	0.020435
0.049000	0.637850	0.637850	0.030055	0.021290
0.050000	0.662509	0.662509	0.031287	0.022163
0.051000	0.687536	0.687536	0.032543	0.023052
0.052000	0.712924	0.712924	0.033822	0.023959
0.053000	0.738667	0.738667	0.035126	0.024883
0.054000	0.764755	0.764755	0.036455	0.025824
0.055000	0.791183	0.791183	0.037807	0.026782
0.056000	0.817942	0.817942	0.039183	0.027757
0.057000	0.845024	0.845024	0.040583	0.028749
0.058000	0.872423	0.872423	0.042008	0.029758
0.059000	0.900129	0.900129	0.043456	0.030784
0.060000	0.928135	0.928135	0.044928	0.031827
0.061000	0.956433	0.956433	0.046424	0.032886
0.062000	0.985015	0.985015	0.047944	0.033963
0.063000	1.013872	1.013872	0.049487	0.035056
0.064000	1.042997	1.042997	0.051054	0.036167
0.065000	1.072382	1.072382	0.052645	0.037294
