0.010000	0.200000	0.200000	
0.020000	0.282850	0.282843	
0.030000	0.346420	0.346410	
0.040000	0.400000	0.400000	
0.050000	0.447170	0.447214	
0.060000	0.489380	0.489898	
0.070000	0.526510	0.511349	
0.080000	0.557460	0.523733	
0.090000	0.581610	0.535161	
0.100000	0.599490	0.545791	
0.110000	0.612380	0.555743	
0.120000	0.621590	0.565109	
0.130000	0.628180	0.573963	
0.140000	0.632910	0.582366	
0.150000	0.636340	0.590366	
0.160000	0.638830	0.598004	
0.170000	0.640650	0.605314	
0.180000	0.641990	0.612327	
0.190000	0.642970	0.619068	
0.200000	0.643700	0.625559	
0.210000	0.644240	0.631819	
0.220000	0.644630	0.637866	
0.230000	0.644930	0.643713	
0.240000	0.645150	0.646000	
0.250000	0.645310	0.646000	
0.260000	0.645430	0.646000	
0.270000	0.645520	0.646000	
0.280000	0.645590	0.646000	
0.290000	0.645640	0.646000	
0.300000	0.645670	0.646000	
0.310000	0.645700	0.646000	
0.320000	0.645720	0.646000	
0.330000	0.645730	0.646000	
0.340000	0.645750	0.646000	
0.350000	0.645750	0.646000	
0.360000	0.645760	0.646000	
0.370000	0.645770	0.646000	
0.380000	0.645770	0.646000	
0.390000	0.645770	0.646000	
0.400000	0.645770	0.646000	
0.410000	0.645770	0.646000	
0.420000	0.645780	0.646000	
0.430000	0.645780	0.646000	
0.440000	0.645780	0.646000	
0.450000	0.645780	0.646000	
0.460000	0.645780	0.646000	
0.470000	0.645780	0.646000	
0.480000	0.645780	0.646000	
0.490000	0.645780	0.646000	
0.500000	0.645780	0.646000	
0.510000	0.645780	0.646000	
0.520000	0.645780	0.646000	
0.530000	0.645780	0.646000	
0.540000	0.645780	0.646000	
0.550000	0.645780	0.646000	
0.560000	0.645780	0.646000	
0.570000	0.645780	0.646000	
0.580000	0.645780	0.646000	
0.590000	0.645780	0.646000	
0.600000	0.645780	0.646000	
0.610000	0.645780	0.646000	
0.620000	0.645780	0.646000	
0.630000	0.645780	0.646000	
0.640000	0.645780	0.646000	
0.650000	0.645780	0.646000	
0.660000	0.645780	0.646000	
0.670000	0.645780	0.646000	
0.680000	0.645780	0.646000	
0.690000	0.645780	0.646000	
0.700000	0.645780	0.646000	
0.710000	0.645780	0.646000	
0.720000	0.645780	0.646000	
0.730000	0.645780	0.646000	
0.740000	0.645780	0.646000	
0.750000	0.645780	0.646000	
0.760000	0.645780	0.646000	
0.770000	0.645780	0.646000	
0.780000	0.645780	0.646000	
0.790000	0.645780	0.646000	
0.800000	0.645780	0.646000	
0.810000	0.645780	0.646000	
0.820000	0.645780	0.646000	
0.830000	0.645780	0.646000	
0.840000	0.645780	0.646000	
0.850000	0.645780	0.646000	
0.860000	0.645780	0.646000	
0.870000	0.645780	0.646000	
0.880000	0.645780	0.646000	
0.890000	0.645780	0.646000	
0.900000	0.645780	0.646000	
0.910000	0.645780	0.646000	
0.920000	0.645780	0.646000	
0.930000	0.645780	0.646000	
0.940000	0.645780	0.646000	
0.950000	0.645780	0.646000	
0.960000	0.645780	0.646000	
0.970000	0.645780	0.646000	
0.980000	0.645780	0.646000	
0.990000	0.645780	0.646000	
