1.000000	2.000100	2.000000	
2.000000	2.828500	2.828427	
3.000000	3.464200	3.464102	
4.000000	4.000000	4.000000	
5.000000	4.471700	4.472136	
6.000000	4.893800	4.898979	
7.000000	5.265100	5.113486	
8.000000	5.574600	5.237334	
9.000000	5.816100	5.351613	
10.000000	5.994900	5.457911	
11.000000	6.123800	5.557426	
12.000000	6.215900	5.651087	
13.000000	6.281800	5.739632	
14.000000	6.329100	5.823658	
15.000000	6.363400	5.903655	
16.000000	6.388300	5.980035	
17.000000	6.406500	6.053143	
18.000000	6.419900	6.123274	
19.000000	6.429700	6.190684	
20.000000	6.437000	6.255592	
21.000000	6.442400	6.318193	
22.000000	6.446300	6.378657	
23.000000	6.449300	6.437134	
24.000000	6.451500	6.460000	
25.000000	6.453100	6.460000	
26.000000	6.454300	6.460000	
27.000000	6.455200	6.460000	
28.000000	6.455900	6.460000	
29.000000	6.456400	6.460000	
30.000000	6.456700	6.460000	
31.000000	6.457000	6.460000	
32.000000	6.457200	6.460000	
33.000000	6.457300	6.460000	
34.000000	6.457500	6.460000	
35.000000	6.457500	6.460000	
36.000000	6.457600	6.460000	
37.000000	6.457700	6.460000	
38.000000	6.457700	6.460000	
39.000000	6.457700	6.460000	
40.000000	6.457700	6.460000	
41.000000	6.457700	6.460000	
42.000000	6.457800	6.460000	
43.000000	6.457800	6.460000	
44.000000	6.457800	6.460000	
45.000000	6.457800	6.460000	
46.000000	6.457800	6.460000	
47.000000	6.457800	6.460000	
48.000000	6.457800	6.460000	
49.000000	6.457800	6.460000	
50.000000	6.457800	6.460000	
51.000000	6.457800	6.460000	
52.000000	6.457800	6.460000	
53.000000	6.457800	6.460000	
54.000000	6.457800	6.460000	
55.000000	6.457800	6.460000	
56.000000	6.457800	6.460000	
57.000000	6.457800	6.460000	
58.000000	6.457800	6.460000	
59.000000	6.457800	6.460000	
60.000000	6.457800	6.460000	
61.000000	6.457800	6.460000	
62.000000	6.457800	6.460000	
63.000000	6.457800	6.460000	
64.000000	6.457800	6.460000	
65.000000	6.457800	6.460000	
66.000000	6.457800	6.460000	
67.000000	6.457800	6.460000	
68.000000	6.457800	6.460000	
69.000000	6.457800	6.460000	
70.000000	6.457800	6.460000	
71.000000	6.457800	6.460000	
72.000000	6.457800	6.460000	
73.000000	6.457800	6.460000	
74.000000	6.457800	6.460000	
75.000000	6.457800	6.460000	
76.000000	6.457800	6.460000	
77.000000	6.457800	6.460000	
78.000000	6.457800	6.460000	
79.000000	6.457800	6.460000	
80.000000	6.457800	6.460000	
81.000000	6.457800	6.460000	
82.000000	6.457800	6.460000	
83.000000	6.457800	6.460000	
84.000000	6.457800	6.460000	
85.000000	6.457800	6.460000	
86.000000	6.457800	6.460000	
87.000000	6.457800	6.460000	
88.000000	6.457800	6.460000	
89.000000	6.457800	6.460000	
90.000000	6.457800	6.460000	
91.000000	6.457800	6.460000	
92.000000	6.457800	6.460000	
93.000000	6.457800	6.460000	
94.000000	6.457800	6.460000	
95.000000	6.457800	6.460000	
96.000000	6.457800	6.460000	
97.000000	6.457800	6.460000	
98.000000	6.457800	6.460000	
99.000000	6.457800	6.460000	
